Human_date,Channel,kwh,db_date,
2/19/2019 17:00,10,1.317,2019-02-19 17:00:00,
2/19/2019 18:00,10,1.793,2019-02-19 18:00:00,
2/19/2019 19:00,10,1.403,2019-02-19 19:00:00,
2/19/2019 20:00,10,1.6,2019-02-19 20:00:00,
2/19/2019 21:00,10,1.828,2019-02-19 21:00:00,
2/19/2019 22:00,10,1.468,2019-02-19 22:00:00,
2/19/2019 23:00,10,1.13,2019-02-19 23:00:00,
2/20/2019 0:00,10,0.898,2019-02-20 00:00:00,
2/20/2019 1:00,10,0.901,2019-02-20 01:00:00,
2/20/2019 2:00,10,0.785,2019-02-20 02:00:00,
2/20/2019 3:00,10,0.832,2019-02-20 03:00:00,
2/20/2019 4:00,10,0.863,2019-02-20 04:00:00,
2/20/2019 5:00,10,0.79,2019-02-20 05:00:00,
2/20/2019 6:00,10,0.893,2019-02-20 06:00:00,
2/20/2019 7:00,10,0.947,2019-02-20 07:00:00,
2/20/2019 8:00,10,0.857,2019-02-20 08:00:00,
2/20/2019 9:00,10,1.243,2019-02-20 09:00:00,
2/20/2019 10:00,10,1.009,2019-02-20 10:00:00,
2/20/2019 11:00,10,1.37,2019-02-20 11:00:00,
2/20/2019 12:00,10,1.434,2019-02-20 12:00:00,
2/20/2019 13:00,10,0.837,2019-02-20 13:00:00,
2/20/2019 14:00,10,1.016,2019-02-20 14:00:00,
2/20/2019 15:00,10,1.052,2019-02-20 15:00:00,
2/20/2019 16:00,10,1.297,2019-02-20 16:00:00,
2/20/2019 17:00,10,1.563,2019-02-20 17:00:00,
2/20/2019 18:00,10,1.229,2019-02-20 18:00:00,
2/20/2019 19:00,10,1.537,2019-02-20 19:00:00,
2/20/2019 20:00,10,1.54,2019-02-20 20:00:00,
2/20/2019 21:00,10,1.253,2019-02-20 21:00:00,
2/20/2019 22:00,10,1.444,2019-02-20 22:00:00,
2/20/2019 23:00,10,0.83,2019-02-20 23:00:00,
2/21/2019 0:00,10,0.592,2019-02-21 00:00:00,
2/21/2019 1:00,10,0.661,2019-02-21 01:00:00,
2/21/2019 2:00,10,0.728,2019-02-21 02:00:00,
2/21/2019 3:00,10,0.728,2019-02-21 03:00:00,
2/21/2019 4:00,10,0.616,2019-02-21 04:00:00,
2/21/2019 5:00,10,0.623,2019-02-21 05:00:00,
2/21/2019 6:00,10,0.733,2019-02-21 06:00:00,
2/21/2019 7:00,10,0.87,2019-02-21 07:00:00,
2/21/2019 8:00,10,0.841,2019-02-21 08:00:00,
2/21/2019 9:00,10,0.666,2019-02-21 09:00:00,
2/21/2019 10:00,10,0.585,2019-02-21 10:00:00,
2/21/2019 11:00,10,0.605,2019-02-21 11:00:00,
2/21/2019 12:00,10,0.592,2019-02-21 12:00:00,
2/21/2019 13:00,10,0.53,2019-02-21 13:00:00,
2/21/2019 14:00,10,0.566,2019-02-21 14:00:00,
2/21/2019 15:00,10,0.748,2019-02-21 15:00:00,
2/21/2019 16:00,10,0.669,2019-02-21 16:00:00,
2/21/2019 17:00,10,0.728,2019-02-21 17:00:00,
2/21/2019 18:00,10,0.572,2019-02-21 18:00:00,
2/21/2019 19:00,10,0.537,2019-02-21 19:00:00,
2/21/2019 20:00,10,0.613,2019-02-21 20:00:00,
2/21/2019 21:00,10,0.526,2019-02-21 21:00:00,
2/21/2019 22:00,10,0.455,2019-02-21 22:00:00,
2/21/2019 23:00,10,0.551,2019-02-21 23:00:00,
2/22/2019 0:00,10,0.518,2019-02-22 00:00:00,
2/22/2019 1:00,10,0.504,2019-02-22 01:00:00,
2/22/2019 2:00,10,0.601,2019-02-22 02:00:00,
2/22/2019 3:00,10,0.481,2019-02-22 03:00:00,
2/22/2019 4:00,10,0.61,2019-02-22 04:00:00,
2/22/2019 5:00,10,0.688,2019-02-22 05:00:00,
2/22/2019 6:00,10,0.573,2019-02-22 06:00:00,
2/22/2019 7:00,10,0.525,2019-02-22 07:00:00,
2/22/2019 8:00,10,0.634,2019-02-22 08:00:00,
2/22/2019 9:00,10,0.474,2019-02-22 09:00:00,
2/22/2019 10:00,10,0.486,2019-02-22 10:00:00,
2/22/2019 11:00,10,0.59,2019-02-22 11:00:00,
2/22/2019 12:00,10,0.467,2019-02-22 12:00:00,
2/22/2019 13:00,10,0.502,2019-02-22 13:00:00,
2/22/2019 14:00,10,0.478,2019-02-22 14:00:00,
2/22/2019 15:00,10,0.565,2019-02-22 15:00:00,
2/22/2019 16:00,10,0.689,2019-02-22 16:00:00,
2/22/2019 17:00,10,0.596,2019-02-22 17:00:00,
2/22/2019 18:00,10,0.51,2019-02-22 18:00:00,
2/22/2019 19:00,10,0.608,2019-02-22 19:00:00,
2/22/2019 20:00,10,0.542,2019-02-22 20:00:00,
2/22/2019 21:00,10,0.506,2019-02-22 21:00:00,
2/22/2019 22:00,10,0.613,2019-02-22 22:00:00,
2/22/2019 23:00,10,0.522,2019-02-22 23:00:00,
2/23/2019 0:00,10,0.533,2019-02-23 00:00:00,
2/23/2019 1:00,10,0.606,2019-02-23 01:00:00,
2/23/2019 2:00,10,0.559,2019-02-23 02:00:00,
2/23/2019 3:00,10,0.661,2019-02-23 03:00:00,
2/23/2019 4:00,10,0.684,2019-02-23 04:00:00,
2/23/2019 5:00,10,0.595,2019-02-23 05:00:00,
2/23/2019 6:00,10,0.791,2019-02-23 06:00:00,
2/23/2019 7:00,10,0.76,2019-02-23 07:00:00,
2/23/2019 8:00,10,0.647,2019-02-23 08:00:00,
2/23/2019 9:00,10,0.593,2019-02-23 09:00:00,
2/23/2019 10:00,10,0.6,2019-02-23 10:00:00,
2/23/2019 11:00,10,0.468,2019-02-23 11:00:00,
2/23/2019 12:00,10,0.487,2019-02-23 12:00:00,
2/23/2019 13:00,10,0.562,2019-02-23 13:00:00,
2/23/2019 14:00,10,0.442,2019-02-23 14:00:00,
2/23/2019 15:00,10,0.628,2019-02-23 15:00:00,
2/23/2019 16:00,10,0.691,2019-02-23 16:00:00,
2/23/2019 17:00,10,0.515,2019-02-23 17:00:00,
2/23/2019 18:00,10,0.555,2019-02-23 18:00:00,
2/23/2019 19:00,10,0.569,2019-02-23 19:00:00,
2/23/2019 20:00,10,0.527,2019-02-23 20:00:00,
2/23/2019 21:00,10,0.638,2019-02-23 21:00:00,
2/23/2019 22:00,10,0.524,2019-02-23 22:00:00,
2/23/2019 23:00,10,0.502,2019-02-23 23:00:00,
2/24/2019 0:00,10,0.636,2019-02-24 00:00:00,
2/24/2019 1:00,10,0.57,2019-02-24 01:00:00,
2/24/2019 2:00,10,0.6,2019-02-24 02:00:00,
2/24/2019 3:00,10,0.697,2019-02-24 03:00:00,
2/24/2019 4:00,10,0.782,2019-02-24 04:00:00,
2/24/2019 5:00,10,0.63,2019-02-24 05:00:00,
2/24/2019 6:00,10,0.691,2019-02-24 06:00:00,
2/24/2019 7:00,10,0.58,2019-02-24 07:00:00,
2/24/2019 8:00,10,0.613,2019-02-24 08:00:00,
2/24/2019 9:00,10,0.595,2019-02-24 09:00:00,
2/24/2019 10:00,10,0.495,2019-02-24 10:00:00,
2/24/2019 11:00,10,0.474,2019-02-24 11:00:00,
2/24/2019 12:00,10,0.556,2019-02-24 12:00:00,
2/24/2019 13:00,10,0.49,2019-02-24 13:00:00,
2/24/2019 14:00,10,0.489,2019-02-24 14:00:00,
2/24/2019 15:00,10,0.763,2019-02-24 15:00:00,
2/24/2019 16:00,10,0.655,2019-02-24 16:00:00,
2/24/2019 17:00,10,0.577,2019-02-24 17:00:00,
2/24/2019 18:00,10,0.724,2019-02-24 18:00:00,
2/24/2019 19:00,10,0.981,2019-02-24 19:00:00,
2/24/2019 20:00,10,2.101,2019-02-24 20:00:00,
2/24/2019 21:00,10,1.084,2019-02-24 21:00:00,
2/24/2019 22:00,10,1.175,2019-02-24 22:00:00,
2/24/2019 23:00,10,0.791,2019-02-24 23:00:00,
2/25/2019 0:00,10,0.574,2019-02-25 00:00:00,
2/25/2019 1:00,10,0.607,2019-02-25 01:00:00,
2/25/2019 2:00,10,0.692,2019-02-25 02:00:00,
2/25/2019 3:00,10,0.617,2019-02-25 03:00:00,
2/25/2019 4:00,10,0.594,2019-02-25 04:00:00,
2/25/2019 5:00,10,0.686,2019-02-25 05:00:00,
2/25/2019 6:00,10,0.545,2019-02-25 06:00:00,
2/25/2019 7:00,10,1.289,2019-02-25 07:00:00,
2/25/2019 8:00,10,1.254,2019-02-25 08:00:00,
2/25/2019 9:00,10,0.874,2019-02-25 09:00:00,
2/25/2019 10:00,10,0.628,2019-02-25 10:00:00,
2/25/2019 11:00,10,0.55,2019-02-25 11:00:00,
2/25/2019 12:00,10,0.585,2019-02-25 12:00:00,
2/25/2019 13:00,10,0.741,2019-02-25 13:00:00,
2/25/2019 14:00,10,0.831,2019-02-25 14:00:00,
2/25/2019 15:00,10,0.859,2019-02-25 15:00:00,
2/25/2019 16:00,10,1.011,2019-02-25 16:00:00,
2/25/2019 17:00,10,0.983,2019-02-25 17:00:00,
2/25/2019 18:00,10,1.424,2019-02-25 18:00:00,
2/25/2019 19:00,10,1.373,2019-02-25 19:00:00,
2/25/2019 20:00,10,1.226,2019-02-25 20:00:00,
2/25/2019 21:00,10,1.286,2019-02-25 21:00:00,
2/25/2019 22:00,10,1.058,2019-02-25 22:00:00,
2/25/2019 23:00,10,0.935,2019-02-25 23:00:00,
2/26/2019 0:00,10,0.752,2019-02-26 00:00:00,
2/26/2019 1:00,10,0.893,2019-02-26 01:00:00,
2/26/2019 2:00,10,0.817,2019-02-26 02:00:00,
2/26/2019 3:00,10,0.797,2019-02-26 03:00:00,
2/26/2019 4:00,10,0.965,2019-02-26 04:00:00,
2/26/2019 5:00,10,0.954,2019-02-26 05:00:00,
2/26/2019 6:00,10,0.928,2019-02-26 06:00:00,
2/26/2019 7:00,10,1.154,2019-02-26 07:00:00,
2/26/2019 8:00,10,1.666,2019-02-26 08:00:00,
2/26/2019 9:00,10,1.262,2019-02-26 09:00:00,
2/26/2019 10:00,10,0.939,2019-02-26 10:00:00,
2/26/2019 11:00,10,1.012,2019-02-26 11:00:00,
2/26/2019 12:00,10,1.034,2019-02-26 12:00:00,
2/26/2019 13:00,10,1.065,2019-02-26 13:00:00,
2/26/2019 14:00,10,1.117,2019-02-26 14:00:00,
2/26/2019 15:00,10,1.154,2019-02-26 15:00:00,
2/26/2019 16:00,10,1.131,2019-02-26 16:00:00,
2/26/2019 17:00,10,1.158,2019-02-26 17:00:00,
2/26/2019 18:00,10,1.632,2019-02-26 18:00:00,
2/26/2019 19:00,10,1.631,2019-02-26 19:00:00,
2/26/2019 20:00,10,1.664,2019-02-26 20:00:00,
2/26/2019 21:00,10,2.915,2019-02-26 21:00:00,
2/26/2019 22:00,10,1.514,2019-02-26 22:00:00,
2/26/2019 23:00,10,5.329,2019-02-26 23:00:00,
2/27/2019 0:00,10,1.277,2019-02-27 00:00:00,
2/27/2019 1:00,10,0.99,2019-02-27 01:00:00,
2/27/2019 2:00,10,1.028,2019-02-27 02:00:00,
2/27/2019 3:00,10,1.18,2019-02-27 03:00:00,
2/27/2019 4:00,10,1.165,2019-02-27 04:00:00,
2/27/2019 5:00,10,1.169,2019-02-27 05:00:00,
2/27/2019 6:00,10,1.201,2019-02-27 06:00:00,
2/27/2019 7:00,10,1.91,2019-02-27 07:00:00,
2/27/2019 8:00,10,1.287,2019-02-27 08:00:00,
2/27/2019 9:00,10,0.813,2019-02-27 09:00:00,
2/27/2019 10:00,10,0.751,2019-02-27 10:00:00,
2/27/2019 11:00,10,0.855,2019-02-27 11:00:00,
2/27/2019 12:00,10,4.281,2019-02-27 12:00:00,
2/27/2019 13:00,10,1.926,2019-02-27 13:00:00,
2/27/2019 14:00,10,0.833,2019-02-27 14:00:00,
2/27/2019 15:00,10,1.128,2019-02-27 15:00:00,
2/27/2019 16:00,10,1.21,2019-02-27 16:00:00,
2/27/2019 17:00,10,1.143,2019-02-27 17:00:00,
2/27/2019 18:00,10,1.42,2019-02-27 18:00:00,
2/27/2019 19:00,10,1.388,2019-02-27 19:00:00,
2/27/2019 20:00,10,3.883,2019-02-27 20:00:00,
2/27/2019 21:00,10,3.567,2019-02-27 21:00:00,
2/27/2019 22:00,10,5.26,2019-02-27 22:00:00,
2/27/2019 23:00,10,1.203,2019-02-27 23:00:00,
2/28/2019 0:00,10,0.594,2019-02-28 00:00:00,
2/28/2019 1:00,10,0.741,2019-02-28 01:00:00,
2/28/2019 2:00,10,0.645,2019-02-28 02:00:00,
2/28/2019 3:00,10,0.656,2019-02-28 03:00:00,
2/28/2019 4:00,10,0.669,2019-02-28 04:00:00,
2/28/2019 5:00,10,0.702,2019-02-28 05:00:00,
2/28/2019 6:00,10,0.658,2019-02-28 06:00:00,
2/28/2019 7:00,10,0.96,2019-02-28 07:00:00,
2/28/2019 8:00,10,2.986,2019-02-28 08:00:00,
2/28/2019 9:00,10,3.941,2019-02-28 09:00:00,
2/28/2019 10:00,10,0.794,2019-02-28 10:00:00,
2/28/2019 11:00,10,0.497,2019-02-28 11:00:00,
2/28/2019 12:00,10,0.505,2019-02-28 12:00:00,
2/28/2019 13:00,10,0.701,2019-02-28 13:00:00,
2/28/2019 14:00,10,0.85,2019-02-28 14:00:00,
2/28/2019 15:00,10,0.78,2019-02-28 15:00:00,
2/28/2019 16:00,10,0.881,2019-02-28 16:00:00,
2/28/2019 17:00,10,0.958,2019-02-28 17:00:00,
2/28/2019 18:00,10,0.858,2019-02-28 18:00:00,
2/28/2019 19:00,10,0.987,2019-02-28 19:00:00,
2/28/2019 20:00,10,1.101,2019-02-28 20:00:00,
2/28/2019 21:00,10,1.972,2019-02-28 21:00:00,
2/28/2019 22:00,10,1.197,2019-02-28 22:00:00,
2/28/2019 23:00,10,0.63,2019-02-28 23:00:00,
3/1/2019 0:00,10,0.571,2019-03-01 00:00:00,
3/1/2019 1:00,10,0.741,2019-03-01 01:00:00,
3/1/2019 2:00,10,0.62,2019-03-01 02:00:00,
3/1/2019 3:00,10,0.671,2019-03-01 03:00:00,
3/1/2019 4:00,10,1.106,2019-03-01 04:00:00,
3/1/2019 5:00,10,0.86,2019-03-01 05:00:00,
3/1/2019 6:00,10,0.792,2019-03-01 06:00:00,
3/1/2019 7:00,10,0.89,2019-03-01 07:00:00,
3/1/2019 8:00,10,1.145,2019-03-01 08:00:00,
3/1/2019 9:00,10,0.601,2019-03-01 09:00:00,
3/1/2019 10:00,10,0.512,2019-03-01 10:00:00,
3/1/2019 11:00,10,0.682,2019-03-01 11:00:00,
3/1/2019 12:00,10,0.631,2019-03-01 12:00:00,
3/1/2019 13:00,10,0.717,2019-03-01 13:00:00,
3/1/2019 14:00,10,0.81,2019-03-01 14:00:00,
3/1/2019 15:00,10,0.804,2019-03-01 15:00:00,
3/1/2019 16:00,10,0.791,2019-03-01 16:00:00,
3/1/2019 17:00,10,0.83,2019-03-01 17:00:00,
3/1/2019 18:00,10,1.051,2019-03-01 18:00:00,
3/1/2019 19:00,10,1.172,2019-03-01 19:00:00,
3/1/2019 20:00,10,1.096,2019-03-01 20:00:00,
3/1/2019 21:00,10,0.983,2019-03-01 21:00:00,
3/1/2019 22:00,10,1.114,2019-03-01 22:00:00,
3/1/2019 23:00,10,0.784,2019-03-01 23:00:00,
3/2/2019 0:00,10,0.778,2019-03-02 00:00:00,
3/2/2019 1:00,10,0.754,2019-03-02 01:00:00,
3/2/2019 2:00,10,0.832,2019-03-02 02:00:00,
3/2/2019 3:00,10,0.664,2019-03-02 03:00:00,
3/2/2019 4:00,10,0.745,2019-03-02 04:00:00,
3/2/2019 5:00,10,0.731,2019-03-02 05:00:00,
3/2/2019 6:00,10,0.755,2019-03-02 06:00:00,
3/2/2019 7:00,10,0.935,2019-03-02 07:00:00,
3/2/2019 8:00,10,0.877,2019-03-02 08:00:00,
3/2/2019 9:00,10,0.924,2019-03-02 09:00:00,
3/2/2019 10:00,10,0.842,2019-03-02 10:00:00,
3/2/2019 11:00,10,0.767,2019-03-02 11:00:00,
3/2/2019 12:00,10,0.829,2019-03-02 12:00:00,
3/2/2019 13:00,10,0.91,2019-03-02 13:00:00,
3/2/2019 14:00,10,1.394,2019-03-02 14:00:00,
3/2/2019 15:00,10,1.004,2019-03-02 15:00:00,
3/2/2019 16:00,10,0.798,2019-03-02 16:00:00,
3/2/2019 17:00,10,0.957,2019-03-02 17:00:00,
3/2/2019 18:00,10,0.933,2019-03-02 18:00:00,
3/2/2019 19:00,10,0.987,2019-03-02 19:00:00,
3/2/2019 20:00,10,1.006,2019-03-02 20:00:00,
3/2/2019 21:00,10,1.781,2019-03-02 21:00:00,
3/2/2019 22:00,10,0.483,2019-03-02 22:00:00,
3/2/2019 23:00,10,0.436,2019-03-02 23:00:00,
3/3/2019 0:00,10,0.337,2019-03-03 00:00:00,
3/3/2019 1:00,10,0.527,2019-03-03 01:00:00,
3/3/2019 2:00,10,0.553,2019-03-03 02:00:00,
3/3/2019 3:00,10,0.6,2019-03-03 03:00:00,
3/3/2019 4:00,10,0.605,2019-03-03 04:00:00,
3/3/2019 5:00,10,0.704,2019-03-03 05:00:00,
3/3/2019 6:00,10,0.738,2019-03-03 06:00:00,
3/3/2019 7:00,10,0.795,2019-03-03 07:00:00,
3/3/2019 8:00,10,0.946,2019-03-03 08:00:00,
3/3/2019 9:00,10,0.751,2019-03-03 09:00:00,
3/3/2019 10:00,10,1.117,2019-03-03 10:00:00,
3/3/2019 11:00,10,1.847,2019-03-03 11:00:00,
3/3/2019 12:00,10,1.786,2019-03-03 12:00:00,
3/3/2019 13:00,10,0.802,2019-03-03 13:00:00,
3/3/2019 14:00,10,0.488,2019-03-03 14:00:00,
3/3/2019 15:00,10,0.655,2019-03-03 15:00:00,
3/3/2019 16:00,10,0.74,2019-03-03 16:00:00,
3/3/2019 17:00,10,0.69,2019-03-03 17:00:00,
3/3/2019 18:00,10,0.665,2019-03-03 18:00:00,
3/3/2019 19:00,10,0.564,2019-03-03 19:00:00,
3/3/2019 20:00,10,0.746,2019-03-03 20:00:00,
3/3/2019 21:00,10,0.717,2019-03-03 21:00:00,
3/3/2019 22:00,10,0.465,2019-03-03 22:00:00,
3/3/2019 23:00,10,0.532,2019-03-03 23:00:00,
3/4/2019 0:00,10,0.42,2019-03-04 00:00:00,
3/4/2019 1:00,10,0.5,2019-03-04 01:00:00,
3/4/2019 2:00,10,0.548,2019-03-04 02:00:00,
3/4/2019 3:00,10,0.449,2019-03-04 03:00:00,
3/4/2019 4:00,10,0.563,2019-03-04 04:00:00,
3/4/2019 5:00,10,0.681,2019-03-04 05:00:00,
3/4/2019 6:00,10,0.722,2019-03-04 06:00:00,
3/4/2019 7:00,10,0.844,2019-03-04 07:00:00,
3/4/2019 8:00,10,1.757,2019-03-04 08:00:00,
3/4/2019 9:00,10,1.17,2019-03-04 09:00:00,
3/4/2019 10:00,10,0.731,2019-03-04 10:00:00,
3/4/2019 11:00,10,0.752,2019-03-04 11:00:00,
3/4/2019 12:00,10,1.213,2019-03-04 12:00:00,
3/4/2019 13:00,10,0.983,2019-03-04 13:00:00,
3/4/2019 14:00,10,0.945,2019-03-04 14:00:00,
3/4/2019 15:00,10,0.723,2019-03-04 15:00:00,
3/4/2019 16:00,10,1.074,2019-03-04 16:00:00,
3/4/2019 17:00,10,1.019,2019-03-04 17:00:00,
3/4/2019 18:00,10,1.03,2019-03-04 18:00:00,
3/4/2019 19:00,10,1.327,2019-03-04 19:00:00,
3/4/2019 20:00,10,1.051,2019-03-04 20:00:00,
3/4/2019 21:00,10,1.305,2019-03-04 21:00:00,
3/4/2019 22:00,10,1.311,2019-03-04 22:00:00,
3/4/2019 23:00,10,1.43,2019-03-04 23:00:00,
3/5/2019 0:00,10,0.926,2019-03-05 00:00:00,
3/5/2019 1:00,10,0.83,2019-03-05 01:00:00,
3/5/2019 2:00,10,0.672,2019-03-05 02:00:00,
3/5/2019 3:00,10,0.739,2019-03-05 03:00:00,
3/5/2019 4:00,10,0.711,2019-03-05 04:00:00,
3/5/2019 5:00,10,0.846,2019-03-05 05:00:00,
3/5/2019 6:00,10,0.934,2019-03-05 06:00:00,
3/5/2019 7:00,10,0.963,2019-03-05 07:00:00,
3/5/2019 8:00,10,1.478,2019-03-05 08:00:00,
3/5/2019 9:00,10,0.643,2019-03-05 09:00:00,
3/5/2019 10:00,10,0.518,2019-03-05 10:00:00,
3/5/2019 11:00,10,0.438,2019-03-05 11:00:00,
3/5/2019 12:00,10,0.571,2019-03-05 12:00:00,
3/5/2019 13:00,10,0.667,2019-03-05 13:00:00,
3/5/2019 14:00,10,0.681,2019-03-05 14:00:00,
3/5/2019 15:00,10,0.727,2019-03-05 15:00:00,
3/5/2019 16:00,10,0.901,2019-03-05 16:00:00,
3/5/2019 17:00,10,0.899,2019-03-05 17:00:00,
3/5/2019 18:00,10,1.112,2019-03-05 18:00:00,
3/5/2019 19:00,10,1.541,2019-03-05 19:00:00,
3/5/2019 20:00,10,2.537,2019-03-05 20:00:00,
3/5/2019 21:00,10,1.787,2019-03-05 21:00:00,
3/5/2019 22:00,10,0.738,2019-03-05 22:00:00,
3/5/2019 23:00,10,0.925,2019-03-05 23:00:00,
3/6/2019 0:00,10,1.572,2019-03-06 00:00:00,
3/6/2019 1:00,10,0.961,2019-03-06 01:00:00,
3/6/2019 2:00,10,0.64,2019-03-06 02:00:00,
3/6/2019 3:00,10,0.621,2019-03-06 03:00:00,
3/6/2019 4:00,10,0.787,2019-03-06 04:00:00,
3/6/2019 5:00,10,0.732,2019-03-06 05:00:00,
3/6/2019 6:00,10,0.784,2019-03-06 06:00:00,
3/6/2019 7:00,10,0.814,2019-03-06 07:00:00,
3/6/2019 8:00,10,2.083,2019-03-06 08:00:00,
3/6/2019 9:00,10,0.559,2019-03-06 09:00:00,
3/6/2019 10:00,10,0.401,2019-03-06 10:00:00,
3/6/2019 11:00,10,0.464,2019-03-06 11:00:00,
3/6/2019 12:00,10,0.648,2019-03-06 12:00:00,
3/6/2019 13:00,10,1.015,2019-03-06 13:00:00,
3/6/2019 14:00,10,1.246,2019-03-06 14:00:00,
3/6/2019 15:00,10,1.531,2019-03-06 15:00:00,
3/6/2019 16:00,10,1.4,2019-03-06 16:00:00,
3/6/2019 17:00,10,1.345,2019-03-06 17:00:00,
3/6/2019 18:00,10,1.387,2019-03-06 18:00:00,
3/6/2019 19:00,10,1.635,2019-03-06 19:00:00,
3/6/2019 20:00,10,1.51,2019-03-06 20:00:00,
3/6/2019 21:00,10,1.224,2019-03-06 21:00:00,
3/6/2019 22:00,10,1.316,2019-03-06 22:00:00,
3/6/2019 23:00,10,1.605,2019-03-06 23:00:00,
3/7/2019 0:00,10,1.027,2019-03-07 00:00:00,
3/7/2019 1:00,10,0.967,2019-03-07 01:00:00,
3/7/2019 2:00,10,1.01,2019-03-07 02:00:00,
3/7/2019 3:00,10,0.957,2019-03-07 03:00:00,
3/7/2019 4:00,10,1.015,2019-03-07 04:00:00,
3/7/2019 5:00,10,0.976,2019-03-07 05:00:00,
3/7/2019 6:00,10,0.98,2019-03-07 06:00:00,
3/7/2019 7:00,10,1.752,2019-03-07 07:00:00,
3/7/2019 8:00,10,4.204,2019-03-07 08:00:00,
3/7/2019 9:00,10,2.521,2019-03-07 09:00:00,
3/7/2019 10:00,10,0.708,2019-03-07 10:00:00,
3/7/2019 11:00,10,0.76,2019-03-07 11:00:00,
3/7/2019 12:00,10,0.919,2019-03-07 12:00:00,
3/7/2019 13:00,10,0.846,2019-03-07 13:00:00,
3/7/2019 14:00,10,0.988,2019-03-07 14:00:00,
3/7/2019 15:00,10,0.953,2019-03-07 15:00:00,
3/7/2019 16:00,10,1.008,2019-03-07 16:00:00,
3/7/2019 17:00,10,1.296,2019-03-07 17:00:00,
3/7/2019 18:00,10,1.408,2019-03-07 18:00:00,
3/7/2019 19:00,10,1.275,2019-03-07 19:00:00,
3/7/2019 20:00,10,1.258,2019-03-07 20:00:00,
3/7/2019 21:00,10,1.242,2019-03-07 21:00:00,
3/7/2019 22:00,10,1.325,2019-03-07 22:00:00,
3/7/2019 23:00,10,1.286,2019-03-07 23:00:00,
3/8/2019 0:00,10,0.743,2019-03-08 00:00:00,
3/8/2019 1:00,10,0.638,2019-03-08 01:00:00,
3/8/2019 2:00,10,0.683,2019-03-08 02:00:00,
3/8/2019 3:00,10,0.657,2019-03-08 03:00:00,
3/8/2019 4:00,10,0.796,2019-03-08 04:00:00,
3/8/2019 5:00,10,0.787,2019-03-08 05:00:00,
3/8/2019 6:00,10,0.736,2019-03-08 06:00:00,
3/8/2019 7:00,10,1.206,2019-03-08 07:00:00,
3/8/2019 8:00,10,1.708,2019-03-08 08:00:00,
3/8/2019 9:00,10,1.281,2019-03-08 09:00:00,
3/8/2019 10:00,10,0.635,2019-03-08 10:00:00,
3/8/2019 11:00,10,1.574,2019-03-08 11:00:00,
3/8/2019 12:00,10,0.93,2019-03-08 12:00:00,
3/8/2019 13:00,10,0.822,2019-03-08 13:00:00,
3/8/2019 14:00,10,0.712,2019-03-08 14:00:00,
3/8/2019 15:00,10,0.786,2019-03-08 15:00:00,
3/8/2019 16:00,10,0.7,2019-03-08 16:00:00,
3/8/2019 17:00,10,0.976,2019-03-08 17:00:00,
3/8/2019 18:00,10,1.166,2019-03-08 18:00:00,
3/8/2019 19:00,10,1.575,2019-03-08 19:00:00,
3/8/2019 20:00,10,4.189,2019-03-08 20:00:00,
3/8/2019 21:00,10,5.054,2019-03-08 21:00:00,
3/8/2019 22:00,10,3.879,2019-03-08 22:00:00,
3/8/2019 23:00,10,0.753,2019-03-08 23:00:00,
3/9/2019 0:00,10,0.684,2019-03-09 00:00:00,
3/9/2019 1:00,10,0.795,2019-03-09 01:00:00,
3/9/2019 2:00,10,0.685,2019-03-09 02:00:00,
3/9/2019 3:00,10,0.691,2019-03-09 03:00:00,
3/9/2019 4:00,10,0.881,2019-03-09 04:00:00,
3/9/2019 5:00,10,0.85,2019-03-09 05:00:00,
3/9/2019 6:00,10,0.936,2019-03-09 06:00:00,
3/9/2019 7:00,10,0.929,2019-03-09 07:00:00,
3/9/2019 8:00,10,1.121,2019-03-09 08:00:00,
3/9/2019 9:00,10,1.159,2019-03-09 09:00:00,
3/9/2019 10:00,10,1.075,2019-03-09 10:00:00,
3/9/2019 11:00,10,1.658,2019-03-09 11:00:00,
3/9/2019 12:00,10,2.188,2019-03-09 12:00:00,
3/9/2019 13:00,10,2.543,2019-03-09 13:00:00,
3/9/2019 14:00,10,1.182,2019-03-09 14:00:00,
3/9/2019 15:00,10,0.966,2019-03-09 15:00:00,
3/9/2019 16:00,10,1.084,2019-03-09 16:00:00,
3/9/2019 17:00,10,1.292,2019-03-09 17:00:00,
3/9/2019 18:00,10,1.205,2019-03-09 18:00:00,
3/9/2019 19:00,10,2.689,2019-03-09 19:00:00,
3/9/2019 20:00,10,4.858,2019-03-09 20:00:00,
3/9/2019 21:00,10,5.414,2019-03-09 21:00:00,
3/9/2019 22:00,10,0.94,2019-03-09 22:00:00,
3/9/2019 23:00,10,0.642,2019-03-09 23:00:00,
3/10/2019 0:00,10,0.786,2019-03-10 00:00:00,
3/10/2019 1:00,10,0.726,2019-03-10 01:00:00,
3/10/2019 2:00,10,0.761,2019-03-10 02:00:00,
3/10/2019 4:00,10,0.722,2019-03-10 04:00:00,
3/10/2019 5:00,10,0.875,2019-03-10 05:00:00,
3/10/2019 6:00,10,0.875,2019-03-10 06:00:00,
3/10/2019 7:00,10,0.946,2019-03-10 07:00:00,
3/10/2019 8:00,10,1.003,2019-03-10 08:00:00,
3/10/2019 9:00,10,1.754,2019-03-10 09:00:00,
3/10/2019 10:00,10,1.381,2019-03-10 10:00:00,
3/10/2019 11:00,10,0.774,2019-03-10 11:00:00,
3/10/2019 12:00,10,0.847,2019-03-10 12:00:00,
