"PVWatts: Hourly PV Performance Data"
"Requested Location:","14 woodside Dr, cumberland center, maine"
"Location:","Lat, Lon: 43.81, -70.26"
"Lat (deg N):","43.81"
"Long (deg W):","70.26"
"Elev (m):","82.919998168945"
"DC System Size (kW):","4.4"
"Module Type:","Premium"
"Array Type:","Fixed (roof mount)"
"Array Tilt (deg):","43"
"Array Azimuth (deg):","225"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.2"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.090"
"Capacity Factor (%)","14.3"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"3","2","5","0","0","0","0","0","0","0","0"
"3","2","6","0","4","0","0","3.325","-5.137","13.894","0"
"3","2","7","0","39","2","0","32.682","-1.724","135.108","110.153"
"3","2","8","126","154","3","0","143.281","6.468","547.623","514.059"
"3","2","9","0","148","4","0","124.739","8.582","498.672","466.205"
"3","2","10","0","131","5","0","111.448","8.645","445.443","414.145"
"3","2","11","0","149","5","0","128.337","9.28","511.868","479.107"
"3","2","12","22","237","5","0","235.651","14.63","923.137","880.486"
"3","2","13","5","182","4","1","169.433","9.291","675.75","639.219"
"3","2","14","0","129","4","0","115.108","8.588","460.158","428.539"
"3","2","15","30","128","3","0","166.264","9.25","663.055","626.824"
"3","2","16","0","22","2","0","18.377","1.929","75.085","51.263"
"3","2","17","0","0","1","1","0","1","0","0"
"3","2","18","0","0","1","1","0","1","0","0"
"3","2","19","0","0","0","1","0","0","0","0"
"3","2","20","0","0","0","1","0","0","0","0"
"3","2","21","0","0","0","1","0","0","0","0"
"3","2","22","0","0","0","1","0","0","0","0"
"3","2","23","0","0","0","1","0","0","0","0"
"3","3","0","0","0","0","1","0","0","0","0"
"3","3","1","0","0","0","1","0","0","0","0"
"3","3","2","0","0","0","1","0","0","0","0"
"3","3","3","0","0","0","1","0","0","0","0"
"3","3","4","0","0","0","1","0","0","0","0"
"3","3","5","0","0","0","1","0","0","0","0"
"3","3","6","0","8","0","1","6.664","-3.12","27.671","4.722"
"3","3","7","98","82","1","1","62.393","0.163","256.378","229.042"
"3","3","8","17","138","3","1","114.97","4.758","461.473","429.826"
"3","3","9","82","220","4","1","222.626","10.345","874.383","832.978"
"3","3","10","281","264","4","1","436.554","18.998","1672.84","1608.483"
"3","3","11","120","299","4","1","398.866","19.152","1537.273","1477.192"
"3","3","12","185","298","4","2","489.584","19.022","1889.043","1817.544"
"3","3","13","123","265","3","2","417.707","16.284","1627.203","1564.303"
"3","3","14","54","199","2","2","264.255","10.157","1050.844","1004.831"
"3","3","15","14","124","1","2","131.909","4.119","535.055","501.774"
"3","3","16","0","30","0","2","25.106","-1.123","103.591","79.234"
"3","3","17","0","0","0","2","0","0","0","0"
"3","3","18","0","0","0","2","0","0","0","0"
"3","3","19","0","0","0","2","0","0","0","0"
"3","3","20","0","0","0","2","0","0","0","0"
"3","3","21","0","0","0","2","0","0","0","0"
"3","3","22","0","0","0","2","0","0","0","0"
"3","3","23","0","0","0","1","0","0","0","0"
"3","4","0","0","0","0","1","0","0","0","0"
"3","4","1","0","0","0","1","0","0","0","0"
"3","4","2","0","0","0","1","0","0","0","0"
"3","4","3","0","0","-1","1","0","-1","0","0"
"3","4","4","0","0","-1","1","0","-1","0","0"
"3","4","5","0","0","-1","1","0","-1","0","0"
"3","4","6","239","16","0","1","12.828","-2.878","53.229","29.812"
"3","4","7","650","47","0","1","40.868","-1.657","168.917","143.31"
"3","4","8","813","61","1","1","188.613","5.453","572.727","538.592"
"3","4","9","893","69","3","1","441.828","17.971","1601.775","1539.678"
"3","4","10","393","242","4","1","486.501","22.253","1840.22","1770.368"
"3","4","11","950","77","5","1","859.723","35.946","3114.722","2995.266"
"3","4","12","948","77","5","1","976.353","41.726","3472.515","3336.665"
"3","4","13","359","241","5","1","639.59","31.709","2360.92","2272.46"
"3","4","14","568","139","4","1","754.298","32.512","2776.045","2671.109"
"3","4","15","782","62","3","1","799.748","33.736","2927.442","2816.135"
"3","4","16","604","42","1","0","532.2","29.569","1968.663","1894.433"
"3","4","17","0","0","0","0","0","0","0","0"
"3","4","18","0","0","0","0","0","0","0","0"
"3","4","19","0","0","-1","0","0","-1","0","0"
"3","4","20","0","0","-2","0","0","-2","0","0"
"3","4","21","0","0","-2","0","0","-2","0","0"
"3","4","22","0","0","-2","0","0","-2","0","0"
"3","4","23","0","0","-1","0","0","-1","0","0"
"3","5","0","0","0","-1","0","0","-1","0","0"
"3","5","1","0","0","-1","0","0","-1","0","0"
"3","5","2","0","0","-1","0","0","-1","0","0"
"3","5","3","0","0","-1","0","0","-1","0","0"
"3","5","4","0","0","-1","0","0","-1","0","0"
"3","5","5","0","0","0","0","0","0","0","0"
"3","5","6","0","4","0","0","3.324","-5.166","13.895","0"
"3","5","7","0","60","1","0","49.457","-1.852","204.542","178.239"
"3","5","8","615","116","2","0","200.477","8.736","659.502","623.355"
"3","5","9","167","231","3","0","271.669","15.194","1041.774","996.004"
"3","5","10","106","278","3","0","320.535","18.167","1236.257","1185.118"
"3","5","11","63","287","3","0","325.178","18.926","1254.711","1203.046"
"3","5","12","253","296","4","0","568.639","29.443","2115.627","2036.218"
"3","5","13","101","275","4","0","387.086","24.902","1463.801","1405.973"
"3","5","14","0","126","4","0","111.483","11.777","440.965","409.765"
"3","5","15","0","66","3","0","55.466","3.672","225.343","198.627"
"3","5","16","39","69","2","0","109.774","4.231","444.386","413.111"
"3","5","17","0","0","1","0","0","1","0","0"
"3","5","18","0","0","1","1","0","1","0","0"
"3","5","19","0","0","0","1","0","0","0","0"
"3","5","20","0","0","0","1","0","0","0","0"
"3","5","21","0","0","0","1","0","0","0","0"
"3","5","22","0","0","0","1","0","0","0","0"
"3","5","23","0","0","0","1","0","0","0","0"
"3","6","0","0","0","0","1","0","0","0","0"
"3","6","1","0","0","0","1","0","0","0","0"
"3","6","2","0","0","-1","1","0","-1","0","0"
"3","6","3","0","0","-1","1","0","-1","0","0"
"3","6","4","0","0","-1","1","0","-1","0","0"
"3","6","5","0","0","-1","1","0","-1","0","0"
"3","6","6","297","19","0","1","15.429","-2.769","63.998","40.381"
"3","6","7","683","49","0","1","42.598","-1.565","176.015","150.27"
"3","6","8","833","65","1","1","199.093","5.874","609.523","574.543"
"3","6","9","906","75","2","1","457.022","17.623","1662.978","1598.937"
"3","6","10","928","87","3","1","688.298","28.276","2534.739","2439.557"
"3","6","11","938","91","4","1","869.542","36.503","3144.606","3023.822"
"3","6","12","935","91","4","1","984.544","41.131","3509.61","3371.999"
"3","6","13","917","85","4","1","1016.717","42.744","3604.406","3462.241"
"3","6","14","875","77","3","1","970.107","40.588","3466.564","3330.996"
"3","6","15","790","64","2","1","811.081","34.442","2961.489","2848.722"
"3","6","16","605","45","1","1","537.23","23.597","2029.724","1953.365"
"3","6","17","0","0","0","1","0","0","0","0"
"3","6","18","0","0","0","1","0","0","0","0"
"3","6","19","0","0","0","0","0","0","0","0"
"3","6","20","0","0","-1","0","0","-1","0","0"
"3","6","21","0","0","-2","0","0","-2","0","0"
"3","6","22","0","0","-2","0","0","-2","0","0"
"3","6","23","0","0","-2","0","0","-2","0","0"
"3","7","0","0","0","-2","0","0","-2","0","0"
"3","7","1","0","0","-2","0","0","-2","0","0"
"3","7","2","0","0","-2","0","0","-2","0","0"
"3","7","3","0","0","-2","0","0","-2","0","0"
"3","7","4","0","0","-2","0","0","-2","0","0"
"3","7","5","0","0","-1","0","0","-1","0","0"
"3","7","6","0","12","0","0","10.012","-4.819","41.801","18.593"
"3","7","7","0","12","0","0","10.004","-4.786","41.765","18.558"
"3","7","8","0","115","2","0","94.881","1.664","387.992","357.93"
"3","7","9","0","149","4","0","125.476","7.699","503.083","470.517"
"3","7","10","134","286","5","0","355.217","19.814","1361.761","1306.987"
"3","7","11","33","265","6","0","277.387","20.21","1065.857","1019.44"
"3","7","12","11","219","7","0","206.317","17.292","800.992","761.428"
"3","7","13","57","257","7","0","320.633","21.289","1227.854","1176.953"
"3","7","14","264","210","6","0","519.887","29.443","1934.614","1861.558"
"3","7","15","258","140","5","0","416.848","26.499","1566.474","1505.485"
"3","7","16","254","66","4","0","307.156","20.253","1175.748","1126.313"
"3","7","17","0","0","2","0","0","2","0","0"
"3","7","18","0","0","2","0","0","2","0","0"
"3","7","19","0","0","2","0","0","2","0","0"
"3","7","20","0","0","1","0","0","1","0","0"
"3","7","21","0","0","1","0","0","1","0","0"
"3","7","22","0","0","0","0","0","0","0","0"
"3","7","23","0","0","0","0","0","0","0","0"
"3","8","0","0","0","0","0","0","0","0","0"
"3","8","1","0","0","0","0","0","0","0","0"
"3","8","2","0","0","0","0","0","0","0","0"
"3","8","3","0","0","0","0","0","0","0","0"
"3","8","4","0","0","0","0","0","0","0","0"
"3","8","5","0","0","0","0","0","0","0","0"
"3","8","6","199","24","0","0","19.491","-4.262","81.231","57.294"
"3","8","7","562","67","1","0","52.661","-1.343","217.44","190.881"
"3","8","8","427","135","3","0","183.543","8.93","634.752","599.186"
"3","8","9","820","99","5","0","447.173","24.244","1599.973","1537.934"
"3","8","10","846","114","6","0","670.809","36.117","2404.933","2314.795"
"3","8","11","861","118","7","0","847.378","44.885","2971.704","2858.497"
"3","8","12","267","301","8","0","587.316","38.275","2116.553","2037.111"
"3","8","13","281","266","7","0","593.33","35.475","2160.679","2079.646"
"3","8","14","744","114","6","0","898.62","45.151","3156.99","3035.654"
"3","8","15","623","99","5","0","714.726","40.316","2554.58","2458.615"
"3","8","16","476","50","3","0","455.61","27.937","1696.123","1631.015"
"3","8","17","0","0","2","0","0","2","0","0"
"3","8","18","0","0","1","0","0","1","0","0"
"3","8","19","0","0","1","0","0","1","0","0"
"3","8","20","0","0","1","0","0","1","0","0"
"3","8","21","0","0","1","0","0","1","0","0"
"3","8","22","0","0","1","0","0","1","0","0"
"3","8","23","0","0","1","1","0","1","0","0"
"3","9","0","0","0","1","1","0","1","0","0"
"3","9","1","0","0","1","1","0","1","0","0"
"3","9","2","0","0","2","1","0","2","0","0"
"3","9","3","0","0","2","1","0","2","0","0"
"3","9","4","0","0","2","1","0","2","0","0"
"3","9","5","0","0","2","1","0","2","0","0"
"3","9","6","93","27","2","1","21.395","-0.495","88.101","64.035"
"3","9","7","0","53","4","1","44.499","2.627","181.4","155.55"
"3","9","8","25","155","5","1","130.06","7.224","516.503","483.639"
"3","9","9","421","202","7","1","365.078","18.699","1361.332","1306.57"
"3","9","10","739","155","9","1","645.555","31.939","2352.911","2264.755"
"3","9","11","581","211","11","1","714.013","37.743","2572.925","2476.233"
"3","9","12","278","303","12","1","599.854","35.371","2184.794","2102.884"
"3","9","13","338","258","13","1","639.905","36.954","2317.756","2230.926"
"3","9","14","61","214","13","0","286.298","30.203","1062.584","1016.255"
"3","9","15","0","46","12","0","38.568","14.994","150.911","125.652"
"3","9","16","73","75","11","0","153.965","15.491","600.064","565.303"
"3","9","17","0","5","9","0","4.158","7.286","16.695","0"
"3","9","18","0","0","8","0","0","8","0","0"
"3","9","19","0","0","8","0","0","8","0","0"
"3","9","20","0","0","8","0","0","8","0","0"
"3","9","21","0","0","8","0","0","8","0","0"
"3","9","22","0","0","7","0","0","7","0","0"
"3","9","23","0","0","6","1","0","6","0","0"
"3","10","0","0","0","4","1","0","4","0","0"
"3","10","1","0","0","3","1","0","3","0","0"
"3","10","2","0","0","2","1","0","2","0","0"
"3","10","3","0","0","1","1","0","1","0","0"
"3","10","4","0","0","0","1","0","0","0","0"
"3","10","5","0","0","0","1","0","0","0","0"
"3","10","6","203","29","0","1","22.564","-2.421","93.49","69.323"
"3","10","7","0","42","0","2","35.196","-1.407","145.356","120.205"
"3","10","8","0","83","0","1","69.638","-0.303","286.58","258.63"
"3","10","9","946","72","0","1","479.606","15.574","1762.078","1694.82"
"3","10","10","971","83","1","1","720.138","27.608","2660.331","2560.134"
"3","10","11","983","88","2","1","910.769","36.169","3298.549","3170.805"
"3","10","12","978","88","2","1","1028.081","40.903","3668.23","3522.956"
"3","10","13","955","85","3","1","1059.902","43.401","3748.437","3599.207"
"3","10","14","889","85","2","1","998.461","40.801","3565.215","3424.942"
"3","10","15","773","77","1","1","815.051","33.826","2982.917","2869.227"
"3","10","16","273","69","0","0","324.364","21.242","1237.384","1186.213"
"3","10","17","92","12","-1","0","86.65","5.051","345.689","316.518"
"3","10","18","0","0","-1","1","0","-1","0","0"
"3","10","19","0","0","-2","0","0","-2","0","0"
"3","10","20","0","0","-2","0","0","-2","0","0"
"3","10","21","0","0","-3","0","0","-3","0","0"
"3","10","22","0","0","-3","0","0","-3","0","0"
"3","10","23","0","0","-3","0","0","-3","0","0"
"3","11","0","0","0","-3","0","0","-3","0","0"
"3","11","1","0","0","-3","0","0","-3","0","0"
"3","11","2","0","0","-3","0","0","-3","0","0"
"3","11","3","0","0","-3","0","0","-3","0","0"
"3","11","4","0","0","-2","0","0","-2","0","0"
"3","11","5","0","0","-2","0","0","-2","0","0"
"3","11","6","0","13","-1","0","10.847","-3.959","45.163","21.894"
"3","11","7","0","38","0","0","31.822","-3.604","132.348","107.445"
"3","11","8","0","101","0","1","84.081","0.239","345.413","316.248"
"3","11","9","4","176","1","1","149.781","4.299","606.787","571.871"
"3","11","10","0","136","1","1","115.598","3.517","469.875","438.044"
"3","11","11","0","166","1","1","143.235","4.314","580.702","546.385"
"3","11","12","5","198","1","1","179.661","5.951","724.477","686.782"
"3","11","13","0","167","0","1","147.828","4.031","599.876","565.119"
"3","11","14","0","126","0","1","110.607","2.308","451.359","419.932"
"3","11","15","0","126","0","1","117.894","2.278","481.142","449.062"
"3","11","16","31","76","0","1","108.961","1.987","444.503","413.225"
"3","11","17","0","4","0","1","3.325","-2.314","13.77","0"
"3","11","18","0","0","0","1","0","0","0","0"
"3","11","19","0","0","0","1","0","0","0","0"
"3","11","20","0","0","0","1","0","0","0","0"
"3","11","21","0","0","0","1","0","0","0","0"
"3","11","22","0","0","0","1","0","0","0","0"
"3","11","23","0","0","0","1","0","0","0","0"
"3","12","0","0","0","0","1","0","0","0","0"
"3","12","1","0","0","0","1","0","0","0","0"
"3","12","2","0","0","0","1","0","0","0","0"
"3","12","3","0","0","0","1","0","0","0","0"
"3","12","4","0","0","0","0","0","0","0","0"
"3","12","5","0","0","0","0","0","0","0","0"
"3","12","6","0","16","0","0","13.366","-4.655","55.773","32.309"
"3","12","7","0","83","0","0","66.937","-1.7","276.702","248.954"
"3","12","8","0","92","0","0","76.938","0.309","316","287.447"
